,Title,Time,Content,Link,Date,Len
317,U.S. court rules in favour of Dutch ASML in IP theft case against Xtal - Reuters,"May 4, 2019 /  10:51 AM / 3 days ago","1 Min ReadMay 4 (Reuters) - Dutch chip equipment maker ASML Holding NV said on Saturday a U.S. court had issued its final judgment in favour of ASML in an intellectual property theft case against U.S. software maker Xtal. The Santa Clara County Superior Court awarded ASML $845 million along with an injunction, ASML said. The Netherlands-based company said the judgment would be uncollectible as Xtal is in bankruptcy, but under a settlement arrangement ASML will end up owning most or all of Xtal’s intellectual property through the bankruptcy process. In April, ASML disclosed that former employees took company secrets to Xtal, which is funded by entities in South Korea and China and set up to sell a competing product to an existing ASML customer in South Korea. (Reporting by Ishita Chigilli Palli in Bengaluru Editing by Gareth Jones)All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.",https://www.reuters.com/article/asml-holding-xtal-court/u-s-court-rules-in-favour-of-dutch-asml-in-ip-theft-case-against-xtal-idUSL3N22G062,2019-05-04,975
318,"Iranian non-oil exports, oil sales must counter U.S. sanctions -Rouhani - Reuters","May 4, 2019 /  6:09 AM / 3 days ago","1 Min ReadDUBAI, May 4 (Reuters) - Iranian President Hassan Rouhani said on Saturday Iran should boost non-oil exports and continue oil sales to counter U.S. sanctions, saying Washington was targeting Tehran’s hard currency reserves, state television reported “America is trying to decrease our foreign reserves ... So we have to increase our hard currency income and cut our currency expenditures,” Rouhani said in remarks carried live on Iranian TV. “We should increase production and raise our (non-oil) exports and resist America’s plots against the sale of our oil,” Rouhani said. Reporting by Dubai newsroom; editing by John StonestreetAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.",https://www.reuters.com/article/iran-usa-sanctions/iranian-non-oil-exports-oil-sales-must-counter-u-s-sanctions-rouhani-idUSD5N1XF03N,2019-05-04,775
319,Puerto Rico announces deal to restructure power authority debt - Reuters,"May 4, 2019 /  1:44 AM / in 4 days","4 Min ReadSAN JUAN (Reuters) - Puerto Rico’s power utility struck a deal with a group of creditors that seeks to allow the bankrupt U.S. commonwealth to restructure more than $8 billion of bonds, according to an announcement by government authorities on Friday. A group of Puerto Rico Electric Power Authority (PREPA) bondholders, bond insurer Assured Guaranty Corp, along with the island’s government and federally created financial oversight board, reached a restructuring support agreement that would reduce the utility’s debt by up to 32.5 percent. The move paves the way for a plan of adjustment for PREPA, which filed for a form of bankruptcy in July 2017 after a previous restructuring deal fell apart. The latest agreement, which requires support from at least 67 percent of voting bondholders to materialize, would shed about $3 billion in debt service payments over the next decade.  The deal also requires the approval of a U.S. judge hearing Puerto Rico’s bankruptcy cases, as well as legislative action. Under the agreement, investors will exchange their PREPA bonds at 67.5 cents on the dollar for new Tranche A bonds and 10 cents on the dollar for new Tranche B bonds. The latter would be contingent on full payment of Tranche A bonds and future electricity demand on the island. PREPA will pay off the new bonds through a special charge levied on its customers. The new charge starts at approximately 1 cent per kilowatt hour prior to the deal’s closing, increasing to some 2.768 cents per kilowatt hour upon closing and gradually increasing to approximately 4.552 cents per kilowatt hour during the expected 40-year lifespan of the bonds. The deal still lacks the support of other PREPA creditors, most notably bond insurer National Public Finance Guarantee Corp. A spokesman for National declined to comment. National Public Finance filed an objection last month when a deal in principle was announced, saying that “until very recently” it was excluded from negotiations even though it is PREPA’s largest creditor. National has also asked the court to appoint a receiver for PREPA, support among other creditor remains unclear following Friday’s announcement. According to government and board officials, the privatization of PREPA is under way, with transmission and distribution contracts with private companies expected to be in place by the second quarter of 2020. “Now with this agreement we take a monumental step to provide for the restructuring of the debts and obligations of PREPA and finally conclude the bankruptcy process,” Governor Ricardo Rossello said in a statement. If approved in federal court, PREPA’s restructuring would mark the third major deal in Puerto Rico’s efforts to restructure about $120 billion of debt and pension obligations. Deals involving the island’s sales tax-backed bonds and Government Development Bank have been approved by U.S. Judge Laura Taylor Swain. PREPA’s financial and operational problems were compounded by Hurricane Maria, which slammed into the island in September 2017, decimating an electric grid already struggling due to poor rate collection, heavy management turnover and lack of maintenance. Reporting by Luis Valentin Ortiz in San Juan, Puerto Rico; additional reporting by Karen Pierog in Chicago; Editing by Leslie AdlerAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.",https://www.reuters.com/article/usa-puertorico-prepa/puerto-rico-announces-deal-to-restructure-power-authority-debt-idUSL1N22G00P,2019-05-04,3434
320,Ride-hailing drivers in New York to strike ahead of Uber IPO - Reuters,"May 3, 2019 /  9:02 PM / 3 days ago","3 Min ReadNEW YORK (Reuters) - Uber Technologies Inc’s drivers in New York will go on strike next week shortly before the ride-hailing company goes public to protest what they view as unfair employment conditions, a taxi union said on Friday. The protests underscore the challenge for Uber of finding a way to lower driver costs in order to become profitable and paying drivers enough to retain their services.  Drivers for Uber, as well Lyft Inc and other ride-hailing apps, will strike on Wednesday for two hours, beginning at 7 a.m. ET (1100 GMT). Uber currently expects to price its IPO on Thursday and begin trading on the New York Stock Exchange the following day.  The drivers join peers in San Francisco, Chicago, Los Angeles, San Diego, Philadelphia and Washington, D.C., who are also planning to strike. The New York Taxi Workers Alliance (NYTWA) said the drivers are demanding job security, livable incomes and a cap on the amount ride-hailing companies can collect from fares.  “Uber claims that we are independent contractors even though they set our rates and control our work day,” Sonam Lama, a NYTWA member and Uber driver since 2015, said in a statement.  “Uber executives are getting rich off of our work. They should treat us with respect. We are striking to send a message that drivers will keep rising up,” Lama said. Uber cautioned in its IPO filing that its business would be “adversely affected” if drivers were classified as employees instead of independent contractors. The company hopes to be valued at between $80.5 billion and $91.5 billion. Uber has yet to turn a profit. It reported a net loss for the first quarter of 2019.  “I voted to go on strike because drivers need job security,” said Henry Rolands, an NYTWA member and Lyft driver.  Uber did not immediately respond to requests for comment. Lyft said in an emailed statement that its drivers’ hourly earnings have increased over the last two year. “Over 75 percent drive less than 10 hours a week to supplement their existing jobs. On average, drivers nationwide earn over $20 per hour,” Lyft said. Reporting by Joshua Franklin in New York; editing by Bill Berkrot and Leslie AdlerAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.",https://www.reuters.com/article/uber-ipo-strike-new-york/update-1-ride-hailing-drivers-in-new-york-to-strike-ahead-of-uber-ipo-idUSL1N22G00B,2019-05-03,2304
321,REFILE-Ride-hailing drivers in New York to strike ahead of Uber IPO - Reuters,"May 3, 2019 /  8:58 PM / in 4 days","2 Min Read(In 3rd paragraph, corrects time in GMT to 1100, not 1130) By Joshua Franklin NEW YORK, May 3 (Reuters) - Uber Technologies Inc’s drivers in New York will go on strike next week shortly before the ride-hailing company goes public to protest what they view as unfair employment conditions, a taxi union said on Friday. The protests underscore the challenge for Uber of finding a way to lower driver costs in order to become profitable and paying drivers enough to retain their services. Drivers for Uber, as well Lyft Inc and other ride-hailing apps, will strike on Wednesday May 8 for two hours from 07:00 a.m. ET (1100 GMT). Uber currently expects to price its IPO on May 9 and begin trading on the New York Stock Exchange the following day. The drivers join peers in San Francisco, Chicago, Los Angeles, San Diego, Philadelphia and Washington DC who are also planning to strike. The New York Taxi Workers Alliance (NYTWA) said the drivers are demanding job security, livable incomes and a cap on the amount ride-hailing companies can collect from fares. “Uber claims that we are independent contractors even though they set our rates and control our work day,” Sonam Lama, a NYTWA member and Uber driver since 2015, said in a statement. “Uber executives are getting rich off of our work. They should treat us with respect. We are striking to send a message that drivers will keep rising up,” Lama said. Uber cautioned in its IPO filing that its business would be “adversely affected” if drivers were classified as employees instead of independent contractors. The company hopes to be valued at between $80.5 billion and $91.5 billion. Uber has yet to turn a profit. It reported a net loss for the first quarter of 2019. “I voted to go on strike because drivers need job security,” said Henry Rolands, an NYTWA member and Lyft driver. Uber and Lyft did not immediately respond to requests for comment. (Reporting by Joshua Franklin in New York; editing by Bill Berkrot)All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.",https://www.reuters.com/article/uber-ipo-strike-new-york/refile-ride-hailing-drivers-in-new-york-to-strike-ahead-of-uber-ipo-idUSL5N22F62D,2019-05-03,2113
322,DIARY-Emerging Markets Economic Events to June 27 - Reuters,"May 4, 2019 /  12:03 AM / in 4 days","8 Min ReadMay 4 (Reuters) - For other diaries, please see: Top Economic Events Emerging Markets Economic Events Government Debt Auctions Political and General News U.S. Federal Reserve Today in Washington —————————————————————————————- This Diary is filed daily. ** Indicates new events —————————————————————————————- MONDAY, MAY 6 KIEV - National Bank of Ukraine publishes summary of the discussion on the key policy rate at the monetary policy committee. TUESDAY, MAY 7 CHISINAU - National Bank of Moldova to announce interest rate decision. BEIJING - Federal Reserve Bank of Dallas President Robert Kaplan to participate in moderated question-and-answer session before an event hosted by the Tsinghua University School of Economics and Management - 1100 GMT. KUALA LUMPUR - Central Bank of Malaysia announces interest rate decision. SYDNEY - Reserve Bank of Australia (RBA) holds interest rate meeting - 0430 GMT. WEDNESDAY, MAY 8 BANGKOK - Bank of Thailand monetary policy committee meeting. ZAGREB - Croatia National Bank holds monetary policy meeting. SANTIAGO - Central Bank of Chile holds monetary policy meeting (to May. 9). BRASILIA - Central Bank of Brazil holds Monetary Policy Committee Meeting. TIRANA - Bank of Albania publishes the monetary policy report. THURSDAY, MAY 9 BELGRADE - National Bank of Serbia to unveil interest rate decision. MANILA - Philippines Central Bank holds monetary policy meeting. LIMA - Central bank of Peru announces interest rate decision. FRIDAY, MAY 10 PRAGUE - Czech National Bank will release the minutes of its May 2019 monetary policy Meeting. SYDNEY - Reserve Bank of Australia issues statement on monetary policy - 0130 GMT. TUESDAY, MAY 14 WARSAW - National Bank of Poland holds monetary policy council meeting (to May. 15). WEDNESDAY, MAY 15 JAKARTA - Indonesia Central Bank holds board of governors meeting (to May. 16). BUDAPEST - Hungarian Central Bank to publish the minutes of its April 2019 rate-setting meeting - 1200 GMT. THURSDAY, MAY 16 SYDNEY - Speech by Reserve bank of Australia Assistant Governor (Financial System) Michele Bullock at the ASIC Annual Forum 2019, Sydney - 0245 GMT. MEXICO CITY - Central Bank of Mexico publishes monetary policy statement. SUVA - Reserve Bank of Fiji holds board meets to announce interest rates. FRIDAY, MAY 17 KINGSTON - Bank of Jamaica holds interest rate announcement and monetary policy report. TUESDAY, MAY 21 BRISBANE, Australia - Speech by Reserve bank of Australia Governor Philip Lowe at the Economic Society of Australia (QLD) Business Lunch, Brisbane - 0215 GMT MOSCOW - Russia Central Bank Governor Elvira Nabiullina speaks at a conference (to May 22) PRETORIA - South Africa Reserve Bank starts its three day monetary policy committee meeting (to May. 23). ABUJA - Central Bank of Nigeria holds monetary policy meeting. SYDNEY - Reserve Bank of Australia (RBA) will release the minutes of May monetary policy meeting - 0130 GMT. WEDNESDAY, MAY 22 HONG KONG - Federal Reserve Bank of St. Louis President James Bullard to give a presentation on the U.S. economy and monetary policy before the Foreign Correspondents’ Club of Hong Kong - 0500 GMT REYKJAVIK- Bank of Iceland releases monetary policy statements. ACCRA - Central Bank of Ghana holds monetary policy committee meeting (to May. 24). THURSDAY, MAY 23 CAIRO - Central Bank of Egypt holds monetary policy committee meeting. FRIDAY, MAY 24 SYDNEY - Reserve Bank of Australia to hold Payments System Board Meeting. MONDAY, MAY 27 BISHKEK - National Bank of the Kyrgyzstan publishes the monetary policy report. Quarter 1, 2018. ACCRA - Central Bank of Ghana announces interest rate decision. TUESDAY, MAY 28 WARSAW - National Bank of Poland holds monetary policy council meeting (No Interest rate announcement). BUDAPEST - Hungarian Central Bank holds its rate-setting meeting. THURSDAY, MAY 30 MEXICO CITY - Mexico Central Bank issues the minutes of its May monetary policy meeting. FRIDAY, MAY 31 ANKARA - Central Bank of the Republic of Turkey publishes its financial stability report. COLOMBO - Central Bank of Sri Lanka announces monetary policy report MONDAY, JUNE 3 NUR-SULTAN -  Kazakhstan Central Bank announces interest rate decision. TUESDAY, JUNE 4 SYDNEY - Reserve Bank of Australia (RBA) holds interest rate meeting - 0430 GMT. WEDNESDAY, JUNE 5 WARSAW - National Bank of Poland holds monetary policy council meeting. THURSDAY, JUNE 6 MUMBAI - Reserve Bank of India holds second bi-monthly monetary policy statement for 2019-20 KYIV - National Bank of Ukraine holds monetary policy meeting. BELGRADE - National Bank of Serbia to unveil interest rate decision. FRIDAY, JUNE 7 SANTIAGO - Central Bank of Chile holds monetary policy meeting. WEDNESDAY, JUNE 12 BUDAPEST - Hungarian Central Bank to publish the minutes of its May 2019 rate-setting meeting - 1200 GMT ANKARA- Central Bank of the Republic of Turkey holds monetary policy meeting. ZAGREB -  Croatia National Bank holds monetary policy meeting. ATLANTA -  National Bank of Georgia holds monetary policy committee meeting. WINDHOEK - Central Bank of Namibia holds monetary policy meeting. THURSDAY, JUNE 13 LIMA - Central bank of Peru announces interest rate decision. SUVA - Reserve Bank of Fiji holds board meeting to announce interest rates. FRIDAY, JUNE 14 MOSCOW - Central Bank of Russia holds board of directors monetary policy meeting - 1030 GMT MOSCOW - Central Bank of Russia Governor Elvira Nabiullina gives press conference after interest rate - 1200 GMT. MONDAY, JUNE 17 KYIV - National Bank of Ukraine publishes summary of the key policy rate discussion by the monetary policy committee. TUESDAY, JUNE 18 SYDNEY - Reserve Bank of Australia (RBA) will release the minutes of June monetary policy meeting - 0130 GMT. WARSAW - National Bank of Poland holds monetary policy council meeting (no interest rate announcement) BABAT - Bank of Morocco holds monetary policy meeting. KAMPALA - Bank of Uganda announces interest rate decision. WEDNESDAY, JUNE 19 BRASILIA - Central Bank of Brazil holds monetary policy committee meeting. ANKARA - Central Bank of the Republic of Turkey publishes summary of its monetary policy committee meeting. BANGKOK - Bank of Thailand holds monetary policy committee meeting. CHISINAU -  National Bank of Moldova announces interest rate decision. THURSDAY, JUNE 20 JAKARTA - Indonesia Central Bank holds board of governors meeting. MANILA - Philippines Central Bank holds monetary policy meeting. MONDAY, JUNE 24 BISHKEK -  National Bank of the Kyrgystan holds board meetings on monetary policy rate. TUESDAY, JUNE 25 BUDAPEST -  Hungarian Central Bank holds its rate-setting meeting. WEDNESDAY, JUNE 26 PRAGUE - Czech National Bank holds monetary policy meeting. Statement and presentation will be published. REYKJAVIK - Bank of Iceland releases monetary policy statements. THURSDAY, JUNE 27 MEXICO CITY - Central Bank of Mexico publishes monetary policy statement. KINGSTON - Bank of Jamaica holds interest rate announcement. GABORONE - Bank of Botswana holds monetary policy committee meeting. ———————————————————————————————- NOTE: The inclusion of items in this diary does not necessarily mean that Reuters will file a story based on the event. For technical issues, please contact Thomson Reuters Customer Support (TRCS) hereAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.",https://www.reuters.com/article/diary-emerging/diary-emerging-markets-economic-events-to-june-27-idUSL3N22F2E7,2019-05-04,7443
323,EU says it will consider options after U.S. decision on Cuba - Reuters,"April 17, 2019 /  2:54 PM / 20 days ago","1 Min ReadBRUSSELS (Reuters) - The European Union will assess all options to protect its interests after the United States announced it would lift a ban on U.S. citizens filing lawsuits against foreign companies operating in Cuba, top EU officials said on Wednesday. “The EU will consider all options at its disposal to protect its legitimate interests, including in relation to its WTO rights and through the use of the EU Blocking Statute,” EU foreign policy chief Federica Mogherini and EU Trade Commissioner Cecilia Malmstrom said in a joint statement. The 28-nation bloc has warned that it could re-launch a World Trade Organization case on the issue, while its “Blocking Statute” allows EU companies sued in the United States to recover any damages from U.S. claimants in EU courts.  Reporting By Philip Blenkinsop and Jan StrupczewskiAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.",https://www.reuters.com/article/us-usa-cuba-eu/eu-says-it-will-consider-options-after-u-s-decision-on-cuba-idUSKCN1RT1TU,2019-04-17,974
324,Trump vetoes congressional resolution to end U.S. involvement in Yemen war - Reuters,"April 16, 2019 /  11:40 PM / 20 days ago","2 Min ReadWASHINGTON (Reuters) - President Donald Trump has vetoed a congressional resolution that sought to end U.S. involvement in the Saudi-led war in Yemen, the White House said on Tuesday. “This resolution is an unnecessary, dangerous attempt to weaken my constitutional authorities, endangering the lives of American citizens and brave service members, both today and in the future,” Trump said in the veto message. The resolution passed the House of Representatives in April and the Senate in March, marking the first time both chambers of Congress had supported a War Powers resolution, which limits the president’s ability to send troops into action. Neither the 247-175 tally in the Democratic-majority House nor the 54-46 vote in the Republican-led Senate would be enough to override the veto, which would require two-thirds majorities in both chambers. Backers of the measure said the Saudi-led bombing campaign in Yemen had made the humanitarian crisis worse, harshly criticizing Riyadh for killing civilians. They also argued that U.S. involvement in Yemen violated the constitutional requirement that Congress, not the president, should determine when the country goes to war. The four-year-long civil war in Yemen, which pits the Saudi-led coalition against Houthi rebels backed by Iran, has killed tens of thousands of people and spawned what the United Nations calls the world’s most dire humanitarian crisis, with the country on the brink of famine. Reporting by Eric Beech; Editing by Mohammad Zargham and Peter CooneyAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.",https://www.reuters.com/article/us-usa-saudi-yemen/trump-vetoes-congressional-resolution-to-end-u-s-involvement-in-yemen-war-idUSKCN1RS2GH,2019-04-16,1671
325,Most Democratic presidential hopefuls still relying on large campaign donations - Reuters,"April 16, 2019 /  5:00 AM / in 20 days","6 Min ReadWASHINGTON (Reuters) - As U.S. Democrats emphasize building their 2020 presidential campaigns on grassroots support, fewer than half amassed at least 50 percent of their early financial backing from small-dollar donations, a Reuters analysis found. Candidates seeking the White House filed their first-quarter fundraising totals on Monday, revealing that many are still dependent on checks exceeding $200. Of the 15 Democrats who launched campaigns before April 1, only six amassed at least half their hauls from small-dollar donations. Many candidates are still leaning on donors in their home states for large checks. Nine Democratic candidates received the bulk of their contributions of $200 or more from their home states, the Reuters analysis found. Early fundraising prowess can signal the strength of a candidate’s campaign. Raising small checks from more donors can act as a test of popular support. Building a broad donor base that stretches beyond a candidate’s home state can be evidence of gaining traction. Many Democrats have touted their support among so-called “small-dollar” donors, those who give less than $200. But only six — U.S. Senator Bernie Sanders; U.S. Senator Elizabeth Warren; former U.S. Representative Beto O’Rourke; Mayor Pete Buttigieg of South Bend, Indiana; U.S. Representative Tulsi Gabbard; and Andrew Yang, a former tech executive — are relying chiefly on those small-dollar donors.  The analysis includes fundraising reports covering the first three months of 2019 by the candidates who launched their campaigns prior to April 1. The field of candidates has since swelled, with 18 Democrats vying to win the party’s nomination to challenge President Donald Trump in November 2020.  Sanders, of Vermont, benefited the most from small-dollar donors in the first quarter, with about 84 percent of his $18 million haul coming from individuals who contributed less than $200. Sanders also had the most geographic diversity in his donations, with California donors accounting for 27 percent of his donations of $200 or more. Less than 2 percent of his donations came from his home state. Warren - the only candidate to also swear off attending big ticket fundraisers - reported that about 70 percent of the $6 million she raised in the first quarter was from small-dollar donors. Massachusetts donors accounted for 25 percent of contributions over $200. Small-dollar donations can help catapult a candidate into the spotlight. Buttigieg until recently did not have a national profile, but raised $7 million during the first quarter of 2019 - of which 64 percent came from small donations. In a move to show they are serious about eliminating big money from politics, most Democratic presidential candidates have sworn off donations from corporate political fundraising committees. Some have nixed taking checks from registered lobbyists. The Democratic National Committee announced earlier this year that small-dollar, grassroots support will be one of the metrics it uses to determine who qualifies to participate in a series of nationally televised primary debates that will begin in June. Senator Kamala Harris had the second-largest Democratic fundraising haul, with 37 percent of her $12 million coming from small-dollar donors. O’Rourke reported that 59 percent of his $9.4 million was from donations of $200 or less. More than $2.1 million came from Texans who wrote checks of $200 or more. On the other end of the spectrum, John Hickenlooper, the former governor of Colorado, raised only 10 percent of his donations in $200 or smaller contributions. There was also little geographic variation among his contributors, with more than 60 percent of donations over $200 coming from his home state. U.S. Senators Cory Booker, of New Jersey, and Kirsten Gillibrand, of New York, each raised about 16 percent of their cash from small-dollar donors. Sanders, Warren and Buttigieg have sworn off corporate PAC money, but all raised heavily from people working in the technology industry. When looking by employer at their donors who contributed more than $200, all three raised more from Alphabet Inc Google employees than any other company. Sanders and Buttigieg raised more from people who were software developers or engineers than any other occupation.   Warren, who has called for breaking up big tech companies, also raised from employees working at Yelp. Donors to five candidates - O’Rourke, Warren, Harris, Gillibrand and Julian Castro, the former Housing chief - were more likely to be lawyers. Three candidates brought significant hauls from donors who listed their occupation as “homemaker” - Booker, Gillibrand and Gabbard. Reporting by Amanda Becker, Ginger Gibson and Grant Smith; Editing by Susan Thomas and Lisa ShumakerAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.",https://www.reuters.com/article/us-usa-election-fundraising/most-democratic-presidential-hopefuls-still-relying-on-large-campaign-donations-idUSKCN1RS0A9,2019-04-16,4913
326,RPT-Fed's Bullard says he is open to rate cut if inflation stays low - Reuters,"May 3, 2019 /  7:03 PM / in 4 days","2 Min Read(Repeats to attach to corrected alert, no change to content of story) By Ann Saphir SAN FRANCISCO, May 3 (Reuters) - The Federal Reserve may need to cut interest rates to boost inflation and regain credibility if inflation remains sluggish beyond the second quarter, St. Louis Federal Reserve Bank President James Bullard said on Friday. Bullard voted with the rest of the Fed’s policymakers on Wednesday to keep rates on hold, a move he said was justified because the Fed already made a “huge” policy shift in January by taking off the table the expectation it would raise interest rates this year. “If we go through the summer here and inflation expectations are still too low and actual inflation doesn’t seem to be picking up then I think the level of my concern would get more intense,” Bullard told Reuters in an interview. “I am open to a rate cut to try to combat this – but it would be a rate cut not because of bad data on the US economy – it would be a rate cut because we want to make sure that inflation expectations and eventually actual inflation is more consistent with our 2-percent target,” Bullard said, adding that he would not view such a rate cut as taking out insurance against a possible bad outcome, as some analysts have suggested the Fed might do. Instead, he said, it would be a move that would build credibility and help the Fed fight future downturns. “If you cut rates during boom times that would send a signal you are serious that you are trying to get inflation at 2 (percent) or above our target” of 2 percent. Cutting rates at a time that job growth is weak would be “less successful” at building such credibility, he said. Inflation by the Fed’s preferred gauge recently came in at 1.6 percent, despite an unemployment rate that has sunk to a 50-year-low of 3.6 percent. (Reporting by Ann Saphir and Howard Schneider Editing by Chizu Nomiyama)All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.",https://www.reuters.com/article/usa-fed-bullard-ratecut/rpt-feds-bullard-says-he-is-open-to-rate-cut-if-inflation-stays-low-idUSL1N22F1BD,2019-05-03,2023
327,PRECIOUS-Gold eyes biggest daily gain in two months as dollar retreats - Reuters,"May 3, 2019 /  3:12 PM / in 4 days","3 Min Read* Gold down 0.5 pct so far this week * Platinum set for worst week in eight * SPDR gold holdings fall to lowest in nearly 7 months (Updates prices, adds fresh comments) By Brijesh Patel May 3 (Reuters) - Gold was headed for its biggest daily rise in two months on Friday, clawing away from a four-month low hit in the previous session, helped by a pullback in the dollar and as some investors covered their short positions. Spot gold rose 0.7% to $1,279.47 per ounce as of 2:22 p.m. EDT (1822 GMT), and was set for its biggest percentage gain since March 8. U.S. gold futures settled 0.7% higher at $1,281.30 an ounce. The metal on Thursday dipped to $1,265.85, its lowest since the end of December. “We are seeing a short-covering rally after a sell-off during the week. We also saw some good physical demand at price levels below $1,270,” said David Meger, director of metals trading at High Ridge Futures. “The dollar is weak, which is also helping gold,” he added. Despite a strong U.S. jobs report, the dollar was down 0.3%, as traders focused on the weaker aspects in the report. The U.S. wage gains did not accelerate as expected last month, holding at a reading that is consistent with moderate inflation. A moderate pace of wage growth indicated that there would not be a rate hike anytime soon, in turn boosting appeal for the non-interest bearing metal, said an analyst based in New York. Lower interest rates reduce the opportunity cost of holding the bullion. Despite the gains, gold is still on track to post a weekly decline of about 0.5% after U.S. Federal Reserve signaled little appetite to adjust interest rates in the near term. However, two Fed officials said on Friday they were increasingly worried about weak inflation, an indication that some U.S. central bankers see a growing case for a future interest rate cut even as others push for continued patience. Market participants were also keeping a close watch on U.S.-China trade talks, anticipating a resolution to the year long tariff war between the world’s two largest economies. U.S. President Donald Trump said on Friday the U.S.-China trade negotiations are going pretty well. Reflecting investor sentiment toward bullion, holdings in the world’s largest gold-backed exchange-traded fund (ETF), SPDR Gold Trust, fell about 0.2% to 745.52 tonnes on Thursday, its lowest since Oct. 12. Among other metals, silver rose 2.2% to $14.94 per ounce, after falling to a more than four-month low of $14.52 in the previous session. Platinum gained 2.6% to $869.75 per ounce, but has lost 3.3% for the week so far, its biggest weekly decline in eight. Palladium climbed 0.8% to $1,365.01 an ounce. (Reporting by Brijesh Patel and K. Sathya Narayanan in Bengaluru)All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.",https://www.reuters.com/article/global-precious/precious-gold-eyes-biggest-daily-gain-in-two-months-as-dollar-retreats-idUSL3N22F2A9,2019-05-03,2876
328,MONEY MARKETS-U.S. fed funds rate slips after Fed's tweak on reserves - Reuters,"May 3, 2019 /  6:43 PM / 4 days ago","3 Min Read* Fed funds rate falls to lowest since mid-April * Fed funds/IOER, however, hit a record 6 bps on Thursday * Repo facility seen best to control fed funds rate - BAML (Adds background, quotes, graphic) By Richard Leong NEW YORK, May 3 (Reuters) - The rate U.S. banks charge each other to borrow reserves overnight fell on Thursday a day after the Federal Reserve adjusted what it pays banks on reserves they leave with the U.S. central bank, New York Federal Reserve data released on Friday showed. The average or effective federal funds rate fell to 2.41%, the lowest since April 16, from 2.45% on Wednesday. The fed funds rate’s premium above the Fed’s interest on excess reserves (IOER), however, grew to a record-high 6 basis points from 5 basis points the day before. A number of factors have led to the stubborn upward drift in the fed funds rate, including reduced bank reserves linked to the Fed’s balance sheet normalization, increased government borrowing, and less willingness by big banks to lend reserves due to tougher capital standards in response to the global credit crisis. On Wednesday, the Fed shrank the gap between the IOER and the bottom end of its target rate on interest rates for a third time since last June in a bid to prevent the fed funds rate reaching the top of the range. It trimmed IOER by 5 basis points to 2.35%, while holding its target range at 2.25-2.50%. “The Fed got its intended results,” said John Bellows, portfolio manager at Western Asset Management Co. in Pasadena, California. “The IOER cuts are technical in nature.” Still the Fed’s control of the fed funds rate is critical to bolster investors’ confidence in its effectiveness to conduct monetary policy. Bank of America Merrill Lynch strategists Mark Cabana and Olivia Lima said on Friday the latest IOER move “is only a Band-Aid” to keep a lid on upward pressure on the fed funds rate. They suggested the central bank should introduce a standing repo program that would allow banks to exchange their Treasury holdings for short-term cash as the best means to control the fed funds rate. Reporting by Richard Leong
Editing by Chizu Nomiyama and James DalgleishAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.",https://www.reuters.com/article/usa-moneymarket-fedfunds/money-markets-u-s-fed-funds-rate-slips-after-feds-tweak-on-reserves-idUSL1N22F16P,2019-05-03,2304
