,Title,Time,Content
52,House backs Paris agreement in first climate bill in a decade - Reuters,"May 2, 2019 /  4:48 PM / 3 days ago","3 Min ReadWASHINGTON (Reuters) - The U.S. House of Representatives on Thursday passed its first climate-change bill in a decade, voting 231-190 to require that Trump administration keep the United States as a party to the Paris Climate Agreement. The Climate Action Now Act would require President Donald Trump to develop a plan for the United States to meet the goals it committed to in the Paris agreement to reduce its greenhouse gas emissions and block federal funds from being used to advance the formal U.S. withdrawal from the pact.  Trump has stood by his 2017 decision to withdraw the United States from the 2015 climate accord and has been dismissive of regulations aimed at slashing greenhouse gas emissions. The bill, which passed along party lines, as expected, with three Republicans backing the measure, was meant to signal to the international community that many Americans support the Paris agreement regardless of Trump’s decision to abandon it. “Today we sent a message to the president, to the American people and to the world that we recognize the seriousness of the climate crisis, and that we intend to do our part to address it. Today we sent the message: We are still in,” said Representative Frank Pallone, chairman of the House energy committee. Senate majority leader Mitch McConnell said the Senate would not take up the legislation, dismissing the bill as “political theater” by Democrats. Democrats have put climate change back on the agenda in Congress after re-gaining the majority in the House earlier this year, holding dozens of hearings on the issue. Many of the Democratic candidates hoping to challenge Trump in the 2020 presidential election have made climate change a top-tier issue of their campaigns. All have backed re-entering the United States into the Paris Climate Agreement. A few candidates, including most recently former Texas Representative Beto O’Rourke, have also supported setting a goal for the United States to reach net-zero emissions by 2050 - one of the goals of the Paris agreement. Reporting by Valerie  Volcovici; Editing by James Dalgleish and Leslie AdlerAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
53,Fed 'insurance' rate cut not likely soon as economy hums along - Reuters,"May 3, 2019 /  7:29 PM / a day ago","6 Min ReadSAN FRANCISCO (Reuters) - Federal Reserve Chairman Jerome Powell was criticized by analysts and investors this week when he seemed to set aside concerns about weak U.S. inflation, repeatedly describing its recent decline as temporary and dimming market expectations of an interest rate cut. But in a series of statements and speeches since last fall, Powell, Fed Vice Chairman Richard Clarida and others have been consistent: The idea of preemptive “insurance” rate moves in either direction appear off the table for now, absent some unexpected event that raises new risks or shocks the economy into a higher or lower gear. Just as they no longer feel the need to get “ahead of the curve,” and raise rates in plenty of time to prevent inflation from rising too fast in the future, neither do they feel the current U.S. economy, with a 3.6 percent unemployment rate and growth above its long-term trend, needs an extra push and lower borrowing costs from the U.S. central bank.   Even after recent data showed core inflation, which excludes the impact of food and energy, at just 1.6 percent, well below the Fed’s 2 percent target, Clarida said on Friday the central bank remains “at or close to” its mandated goals of maximum employment and stable prices. More important, he regarded expectations about future inflation as “stable,” a sign he thinks inflation is less likely to slip further. “With the economy operating at or close to the Fed’s dual-mandate objectives ... we can, I believe, afford to be data-dependent” and watch the flow of information for signs of change or developing risks, Clarida said in a speech at the Hoover Institution at Stanford University. Clarida’s remarks are one side of a sharp debate within the Fed about how to respond to an economy that is, on many levels, doing well, but also not behaving as expected. In particular, the current rate of unemployment, at a 50-year low, would be expected to lead to higher inflation as businesses bid up the price of labor, and workers bid up the price of goods.  It is an issue deeper than can be settled with a single rate cut. Indeed, the Fed’s view is that inflation is shaped largely by public and market psychology - with tight labor markets and resource constraints, and an array of those “transitory” factors cited by Powell pushing it narrowly around that underlying level. Rising productivity and other forces may be holding inflation back in a systematic way, allowing for even more growth without price pressures. That’s the argument White House officials have used to justify their demand for Fed rate cuts, and the idea has some traction at the central bank as well. But with the economy on an even keel and rates still relatively low, top officials like Clarida and Powell feel it better to wait for more compelling evidence - if only as a way to manage the risks of getting it wrong. Inflation is difficult to measure, with changes in statistical methods or one-off price swings in certain goods sometimes distorting the headline number in ways the Fed tries to look through. In similar language to Powell, former Fed chief Janet Yellen and her colleagues delayed expected rate increases for a year in 2016 as wobbling oil prices and other issues created their own set of “transitory” concerns.    In his press conference after the end of a two-day policy meeting on Wednesday, Powell referred to the weak inflation as transitory no fewer than nine times. That led some in the market to question the Fed chief’s assessment. Primed for a signal about rate cuts last week, stock and bond investors jumped in the opposite direction as Powell, in effect, restated that not much had changed since his last press conference in March. On Friday, Clarida cautioned against relying too heavily on the actions of “noisy” financial markets. He has previously warned about the risks of using economic models to try to look too far into the future, particularly at times like this when the Fed is near its targets, the economy is growing, and the costs of a mistake in either direction are higher.  There are arguments in the other direction. Echoing comments he has previously made, Chicago Fed President Charles Evans said on Friday the central bank’s credibility and commitment to its inflation target may be at risk if it doesn’t respond at some point. Lost credibility may make monetary policy harder to conduct as time passes, he said. But even officials worried about low inflation, as well as the direction of bond and other financial markets, seem ready to wait for now. With nothing bad in the offing, there’s no need yet to buy “insurance,” St. Louis Fed President James Bullard said on Friday in an interview with Reuters. He added that the Fed’s decision in January to halt further rate increases was a “huge” change that might still lead to higher inflation as the economy adjusts to it. The Fed hiked rates four times in 2018 and had, as late as December, anticipated more rises in borrowing costs this year.  Bullard said he would be ready to wait through the summer before considering a rate cut.   “If we go through the summer here and inflation expectations are still too low and actual inflation doesn’t seem to be picking up, then I think the level of my concern would get more intense,” Bullard said. Reporting by Howard Schneider; Editing by Paul SimaoAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
54,US STOCKS-Wall St rises as jobs report supports upbeat economic outlook - Reuters,"May 3, 2019 /  7:18 PM / in a day","3 Min Read(For a live blog on the U.S. stock market, click or type LIVE/ in a news window) * U.S. April job additions rise solidly above estimates * Amazon.com up as Berkshire Hathaway buys shares * Indexes up: Dow 0.8%, S&P 0.9%, Nasdaq 1.4% (Updates to late afternoon) By Caroline Valetkevitch NEW YORK, May 3 (Reuters) - U.S. stocks rose in a broad-based rally on Friday as stronger-than-expected job growth in April with muted wage gains left investors upbeat about the outlook for the economy and interest rates. The Labor Department said employers added 263,000 jobs in April, which blew past expectations, and the unemployment rate dropped to a more than 49-year low of 3.6%. Average hourly earnings came in just shy of expectations, indicating muted inflationary pressure. The data supports the Federal Reserve’s patient stance toward raising interest rates, which is a positive for stocks. “We continue to have stronger and stronger job growth, and it seems like there’s less and less inflation, which is really odd. You typically don’t see that, and basically what that signals to the market is that the Fed is on hold,” said Jamie Cox, managing partner of Harris Financial Group in Richmond, Virginia. “As long as inflation is below trend, that’s good. So if you have the Fed in a box, you have strong labor force gains, that could portend for better earnings in the future for companies,” he said. Boosting the S&P 500 and the Nasdaq, Amazon.com Inc rose 3.2%, after CNBC reported Warren Buffett’s Berkshire Hathaway Inc has bought shares of the internet retailing giant for the first time. The consumer discretionary sector rose 1.5%, leading a rally among the 11 major S&P sectors. The Dow Jones Industrial Average rose 202.6 points, or 0.77%, to 26,510.39, the S&P 500 gained 26.62 points, or 0.91%, to 2,944.14 and the Nasdaq Composite added 112.10 points, or 1.39%, to 8,148.87. With nearly 400 S&P 500 companies reporting so far, three-quarters have topped profit estimates, according to Refinitiv data. The upbeat reports have turned around the earnings estimate for the first quarter to an almost 1% rise compared with a 2% decline projected at the start of April. Newell Brand Inc shares jumped after the consumer goods maker exceeded Wall Street expectations for quarterly adjusted profit as it benefited from cost savings and higher pricing. Network gear-maker Arista Networks Inc tumbled after it forecast weak current-quarter revenue, while Activision Blizzard Inc fell after the videogame maker forecast current-quarter profit below expectations as it puts more money into its franchises to battle competition. Advancing issues outnumbered declining ones on the NYSE by a 3.73-to-1 ratio; on Nasdaq, a 3.58-to-1 ratio favored advancers. The S&P 500 posted 34 new 52-week highs and two new lows; the Nasdaq Composite recorded 82 new highs and 28 new lows. (Additional reporting by Sruthi Shankar and Shreyashi Sanyal in Bengaluru; Editing by Arun Koyyur and Jonathan Oatis)All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
55,"Oil edges up after strong economic data, but ends week lower - Reuters","May 3, 2019 /  1:46 AM / in a day","3 Min ReadNEW YORK (Reuters) - Oil prices inched up on Friday as strong U.S. economic data boosted demand sentiment and as production losses in sanctions-hit Iran and Venezuela tightened the market. Still, oil futures recorded weekly declines after a jump in U.S. crude inventories reported this week. Brent crude oil futures settled at $70.85 a barrel, rising 10 cents. The global benchmark shed 2.6% for the week, breaking a five-week winning streak.   U.S. West Texas Intermediate (WTI) crude futures closed at $61.94 a barrel, up 13 cents, while losing about 3% percent during the week, its second straight weekly decline. A U.S. jobs report that showed growth surging in April and the unemployment rate dropping to a more than 49-year low of 3.6% increased expectations that crude demand would stay strong. “If more people are going to work, they’re going to have to drive or take transportation to get there,” Phil Streible, senior commodities strategist at RJO Futures in Chicago. “It’s a good indication we could expect to see gasoline demand, oil demand picking up into the summer.” Equities rallied and the U.S. dollar weakened following the report, which also supported oil futures, Streible said. Oil prices tend to follow moves in equities, and demand for the U.S. dollar-linked commodity often increases when the greenback slips.  Gains in the oil market, however, were capped by Wednesday’s report that showed U.S. crude inventories jumping to their highest since September 2017 and production hitting a record 12.3 million barrels per day last week.. Exports of U.S. crude broke through 3 million bpd in November for the first time and peaked at 3.6 million bpd earlier this year, according to data from the Energy Information Administration.     This week’s U.S. rig count, an indicator of future output, showed energy firms adding crude drilling rigs for the first time in three weeks, General Electric Co’s Baker Hughes energy services firm said.  (GRAPHIC: U.S. crude oil production link: tmsnrt.rs/2VFPX81). U.S. sanctions against Iran and Venezuela and supply cuts led by the Organization of the Petroleum Exporting Countries and its allies, known as OPEC+, helped to tighten the market and support prices. Russia, part of OPEC+, is cutting oil output by as much as 10 percent for several days as its exports suffered from disruptions due to contamination of crude in a major pipeline to Europe and at a key port for shipments, industry sources said. Production from Saudi Arabia could edge higher in June to meet domestic demand for power generation, though output will remain within its quota in the supply pact, sources familiar with the kingdom’s policy said. The world’s top crude exporter is expected to produce about 10 million bpd in May, slightly higher than in April but still below its 10.3 million bpd quota under the OPEC-led deal, industry sources said. Additional reporting by Ahmad Ghaddar in London and Henning Gloystein in Singapore, Editing by Marguerita Choy and Larry KingAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
56,PG&E unable to strike deal over renewable power contracts -court documents - Reuters,"May 3, 2019 /  7:03 PM / a day ago","2 Min Read(Story follows a brief) May 3 (Reuters) - PG&E Corp was unable to reach a deal with NextEra Energy Inc and other companies with which it has billions of dollars in in power contracts in a jurisdictional dispute over the bankrupt utility’s ability to walk away from or amend those agreements, according to court documents. The matter will now be decided by the judge overseeing PG&E’s bankruptcy “in the coming weeks,” according to the documents filed in U.S. Bankruptcy Court on Friday. Officials from PG&E and NextEra were not immediately available for comment. At issue is whether the bankruptcy court or the Federal Energy Regulatory Commission has jurisdiction over the power purchase contracts, which are worth up to $42 billion. San Francisco-headquartered PG&E wants the matter resolved in bankruptcy court, while NextEra and others want FERC involved. FERC has said it has “concurrent jurisdiction” with the bankruptcy court in such matters. The contracts have emerged as one of the most contentious issues in PG&E’s bankruptcy, which the company launched in January in the face of tens of billions of dollars in potential liability stemming from wildfires in California in recent years that may be traced to its equipment. The question of what will happen to the power contracts is critical for California’s goal to source 60 percent of its power from sources of renewable energy by 2030. Most of the power contracts in question are for solar or wind resources to fulfill the state mandate. Last month, U.S. Bankruptcy Judge Dennis Montali urged the companies and PG&E to try to reach an agreement by a May 3 deadline. In the court papers made public on Friday, they said they were unable to reach an agreement. (Reporting by Nichola Groom in Los Angeles and Jim Christie in San Francisco Editing by Nick Zieminski)All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
57,RPT-Fed's Bullard says he is open to rate cut if inflation stays low - Reuters,"May 3, 2019 /  7:03 PM / a day ago","2 Min Read(Repeats to attach to corrected alert, no change to content of story) By Ann Saphir SAN FRANCISCO, May 3 (Reuters) - The Federal Reserve may need to cut interest rates to boost inflation and regain credibility if inflation remains sluggish beyond the second quarter, St. Louis Federal Reserve Bank President James Bullard said on Friday. Bullard voted with the rest of the Fed’s policymakers on Wednesday to keep rates on hold, a move he said was justified because the Fed already made a “huge” policy shift in January by taking off the table the expectation it would raise interest rates this year. “If we go through the summer here and inflation expectations are still too low and actual inflation doesn’t seem to be picking up then I think the level of my concern would get more intense,” Bullard told Reuters in an interview. “I am open to a rate cut to try to combat this – but it would be a rate cut not because of bad data on the US economy – it would be a rate cut because we want to make sure that inflation expectations and eventually actual inflation is more consistent with our 2-percent target,” Bullard said, adding that he would not view such a rate cut as taking out insurance against a possible bad outcome, as some analysts have suggested the Fed might do. Instead, he said, it would be a move that would build credibility and help the Fed fight future downturns. “If you cut rates during boom times that would send a signal you are serious that you are trying to get inflation at 2 (percent) or above our target” of 2 percent. Cutting rates at a time that job growth is weak would be “less successful” at building such credibility, he said. Inflation by the Fed’s preferred gauge recently came in at 1.6 percent, despite an unemployment rate that has sunk to a 50-year-low of 3.6 percent. (Reporting by Ann Saphir and Howard Schneider Editing by Chizu Nomiyama)All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
58,PRECIOUS-Gold eyes biggest daily gain in two months as dollar retreats - Reuters,"May 3, 2019 /  3:12 PM / 2 days ago","3 Min Read* Gold down 0.5 pct so far this week * Platinum set for worst week in eight * SPDR gold holdings fall to lowest in nearly 7 months (Updates prices, adds fresh comments) By Brijesh Patel May 3 (Reuters) - Gold was headed for its biggest daily rise in two months on Friday, clawing away from a four-month low hit in the previous session, helped by a pullback in the dollar and as some investors covered their short positions. Spot gold rose 0.7% to $1,279.47 per ounce as of 2:22 p.m. EDT (1822 GMT), and was set for its biggest percentage gain since March 8. U.S. gold futures settled 0.7% higher at $1,281.30 an ounce. The metal on Thursday dipped to $1,265.85, its lowest since the end of December. “We are seeing a short-covering rally after a sell-off during the week. We also saw some good physical demand at price levels below $1,270,” said David Meger, director of metals trading at High Ridge Futures. “The dollar is weak, which is also helping gold,” he added. Despite a strong U.S. jobs report, the dollar was down 0.3%, as traders focused on the weaker aspects in the report. The U.S. wage gains did not accelerate as expected last month, holding at a reading that is consistent with moderate inflation. A moderate pace of wage growth indicated that there would not be a rate hike anytime soon, in turn boosting appeal for the non-interest bearing metal, said an analyst based in New York. Lower interest rates reduce the opportunity cost of holding the bullion. Despite the gains, gold is still on track to post a weekly decline of about 0.5% after U.S. Federal Reserve signaled little appetite to adjust interest rates in the near term. However, two Fed officials said on Friday they were increasingly worried about weak inflation, an indication that some U.S. central bankers see a growing case for a future interest rate cut even as others push for continued patience. Market participants were also keeping a close watch on U.S.-China trade talks, anticipating a resolution to the year long tariff war between the world’s two largest economies. U.S. President Donald Trump said on Friday the U.S.-China trade negotiations are going pretty well. Reflecting investor sentiment toward bullion, holdings in the world’s largest gold-backed exchange-traded fund (ETF), SPDR Gold Trust, fell about 0.2% to 745.52 tonnes on Thursday, its lowest since Oct. 12. Among other metals, silver rose 2.2% to $14.94 per ounce, after falling to a more than four-month low of $14.52 in the previous session. Platinum gained 2.6% to $869.75 per ounce, but has lost 3.3% for the week so far, its biggest weekly decline in eight. Palladium climbed 0.8% to $1,365.01 an ounce. (Reporting by Brijesh Patel and K. Sathya Narayanan in Bengaluru)All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
59,MONEY MARKETS-U.S. fed funds rate slips after Fed's tweak on reserves - Reuters,"May 3, 2019 /  6:43 PM / 2 days ago","3 Min Read* Fed funds rate falls to lowest since mid-April * Fed funds/IOER, however, hit a record 6 bps on Thursday * Repo facility seen best to control fed funds rate - BAML (Adds background, quotes, graphic) By Richard Leong NEW YORK, May 3 (Reuters) - The rate U.S. banks charge each other to borrow reserves overnight fell on Thursday a day after the Federal Reserve adjusted what it pays banks on reserves they leave with the U.S. central bank, New York Federal Reserve data released on Friday showed. The average or effective federal funds rate fell to 2.41%, the lowest since April 16, from 2.45% on Wednesday. The fed funds rate’s premium above the Fed’s interest on excess reserves (IOER), however, grew to a record-high 6 basis points from 5 basis points the day before. A number of factors have led to the stubborn upward drift in the fed funds rate, including reduced bank reserves linked to the Fed’s balance sheet normalization, increased government borrowing, and less willingness by big banks to lend reserves due to tougher capital standards in response to the global credit crisis. On Wednesday, the Fed shrank the gap between the IOER and the bottom end of its target rate on interest rates for a third time since last June in a bid to prevent the fed funds rate reaching the top of the range. It trimmed IOER by 5 basis points to 2.35%, while holding its target range at 2.25-2.50%. “The Fed got its intended results,” said John Bellows, portfolio manager at Western Asset Management Co. in Pasadena, California. “The IOER cuts are technical in nature.” Still the Fed’s control of the fed funds rate is critical to bolster investors’ confidence in its effectiveness to conduct monetary policy. Bank of America Merrill Lynch strategists Mark Cabana and Olivia Lima said on Friday the latest IOER move “is only a Band-Aid” to keep a lid on upward pressure on the fed funds rate. They suggested the central bank should introduce a standing repo program that would allow banks to exchange their Treasury holdings for short-term cash as the best means to control the fed funds rate. Reporting by Richard Leong
Editing by Chizu Nomiyama and James DalgleishAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
60,GLOBAL MARKETS-Stocks climb after U.S. payrolls data tops views; dollar falls with inflation comments - Reuters,"May 3, 2019 /  6:28 PM / in 2 days","4 Min Read* U.S. jobless rate falls to 49-year low * Global shares on track for sixth straight weekly gain * Dollar weakens after comments from Fed officials (Updates with close of European markets) By Chuck Mikolajczak NEW YORK, May 3 (Reuters) - Global equity markets rallied on Friday, buoyed by a U.S. payrolls report that blew past expectations, while the dollar weakened after several Federal Reserve officials voiced concerns about low inflation. U.S. job growth surged in April, with non-farm payrolls increasing by 263,000 jobs, and the unemployment rate dropped to a more than 49-year low of 3.6 percent, pointing to sustained strength in economic activity even as last year’s massive fiscal stimulus recedes. Wall Street stocks rallied, with each of the major indexes firmly in positive territory, putting both the S&P 500 and Nasdaq on track for weekly gains. The strong jobs report came in the wake of a Fed policy announcement on Wednesday, when the Fed reiterated that it would remain patient on any changes in interest rates and indicated that no rate cuts were on tap for later this year, disappointing the expectations of some investors. “There was probably something in the report for everybody but to the extent the Fed wants to stay patient, they will focus most on that wage number,” said Sameer Samana, senior global market strategist at Wells Fargo Investment Institute in St. Louis. “There is just not a lot of inflationary pressures that are out there.” U.S. interest rate futures briefly added to losses on Friday after the jobs report as traders trimmed their bets the Federal Reserve would lower interest rates. The Dow Jones Industrial Average rose 209.15 points, or 0.8%, to 26,516.94, the S&P 500 gained 27.94 points, or 0.96%, to 2,945.46, and the Nasdaq Composite added 117.69 points, or 1.46%, to 8,154.46. European shares closed higher, helped by gains in Adidas and HSBC after strong quarterly results. The pan-European STOXX 600 index rose 0.39% and MSCI’s gauge of stocks across the globe gained 0.75%. The dollar weakened against a basket of major currencies as traders focused on the weaker aspects of the April U.S. payrolls report such as wage growth, and following softer-than-expected data from an industry group on the services sector and comments from two Fed officials on inflation. The Federal Reserve may need to cut interest rates if the U.S. economy softens, the president of the Chicago Fed, Charles Evans, said in remarks that focused on his concern over persistently weak inflation, while St. Louis Federal Reserve President James Bullard said the U.S. central bank’s policy rate is “a little tight” and that current readings of inflation are uncomfortably low. New York Fed President John Williams said in a research paper he co-authored and distributed on Friday that policies that “raise inflation expectations by keeping interest rates ‘lower for longer’ after periods of low inflation” can keep people’s expectations for prices at the right levels. The dollar index fell 0.31%, with the euro up 0.13% to $1.1191. Oil prices advanced but were still on pace for a weekly drop as surging U.S. output countered production losses in sanctions-hit Iran and Venezuela. U.S. crude rose 0.31% to $62.00 per barrel and Brent was last at $71.02, up 0.38% on the day. Benchmark 10-year Treasury notes last rose 6/32 in price to yield 2.5305%, from 2.552% late on Thursday, falling from a 1-1/2-week high. Reporting by Chuck Mikolajczak; Editing by Dan Grebler and
Leslie AdlerAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
61,TREASURIES-Yields dip after wage inflation disappoints - Reuters,"May 3, 2019 /  6:13 PM / in 2 days",3 Min ReadAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved.
62,Italy's government extends deadline for Alitalia bids to June 15 - Reuters,"May 3, 2019 /  6:02 PM / in 2 days","1 Min ReadMILAN (Reuters) - Italy’s deputy prime minister Luigi Di Maio extended a deadline to submit bids for the ailing carrier Alitalia to June 15, a government statement said on Friday.  The decision followed a request from Italy’s state railway group Ferrovie dello Stato, which is one of the companies who have said are willing to contribute to the rescue plan. The current deadline had expired at the end of April.  The government is arranging a rescue of the ailing company to avoid mass layoffs and has lined up Ferrovie dello Stato and U.S. carrier Delta as potential investors. But it still needs another investor to contribute to a bid that is estimated to be worth around 1 billion euros ($1.1 billion). Flagship carrier Alitalia has been run by administrators since 2017 after workers rejected a previous rescue plan. Reporting by Elvira Pollina; editing by Francesco GuarascioAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
63,Florida teachers can arm themselves under new gun bill - Reuters,"May 1, 2019 /  5:57 PM / in 3 days","3 Min Read(Reuters) - Florida’s legislature on Wednesday passed a bill allowing teachers to carry guns in the classroom, expanding a program launched after the deadly high school shooting in Parkland with the aim of preventing another such massacre. Florida’s House of Representatives voted 65 to 47 to pass the bill after hours of debate over two days in which the Republican majority thwarted Democratic efforts to amend, stall or kill the measure. Florida’s Senate approved it 22 to 17 last week. Republican Governor Ron DeSantis is expected to sign the bill into law, enabling school districts wishing to take part in the voluntary Guardian program to arm those teachers who pass a 144-hour training course. On Feb. 14, 2018, a former student armed with a semiautomatic rifle opened fire at Marjory Stoneman Douglas High School in Parkland, Florida, killing 17 people and wounding 17 others. President Donald Trump and the National Rifle Association have argued an armed teacher could provide the best defense against a shooter bent on mass murder. Opponents questioned whether the solution to gun violence should be the presence of even more guns and warned of the danger of a teacher misfiring during a crisis or police mistaking an armed teacher for the assailant. Passage marks a victory for gun-rights advocates, who were on the defensive a year ago when Parkland students inspired nationwide protests in favor of gun control. After the Parkland shooting, Florida lawmakers rushed through legislation that required schools to place at least one armed staff member or law-enforcement officer at each campus. The law also imposed a three-day waiting period for gun purchases and raised the age limit for buying rifles from 18 to 21 - remarkable measures in a gun-friendly state. Although last year’s law allowed some school personnel to carry weapons, guns were still banned from the classroom.  Backers of arming classroom teachers revived the issue this year, arguing that school shootings often erupt too quickly for law enforcement to respond. In anticipation of passage, school employees in 40 of Florida’s 67 counties already enrolled in or planned to take the 144-hour course, a spokesman for the Speaker of the House said. Some counties have resolved not to participate in the Guardian program. Florida’s gun-control advocates had made stopping the proposal a top priority, among them Moms Demand Action For Gun Sense, which is funded by billionaire and former New York City Mayor Michael Bloomberg. Reporting by Daniel Trotta; additional reporting by Steve GormanAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
64,Democratic Senator Bennet of Colorado joins crowded 2020 field - Reuters,"May 2, 2019 /  12:28 PM / in 3 days","5 Min ReadWASHINGTON (Reuters) - U.S. Senator Michael Bennet of Colorado, whose political career has centered on improving the American education system, on Thursday became the latest Democrat to join the sprawling field of candidates seeking the party’s 2020 presidential nomination. Bennet, 54, is serving his second full six-year term in the Senate. He previously ran Denver’s public schools.  “If we continue to go down the path we’re going - and this isn’t just about President Trump, it’s about the politics that existed before he got there ... we’re going to be the first generation of Americans to leave less opportunity, not more, to the next generation, and I just need to do everything I can do to make sure that we don’t do that,” Bennet said in an interview with “CBS This Morning.” He joins a field of more than a dozen candidates, with others such as former Georgia gubernatorial candidate Stacey Abrams and Montana Governor Steve Bullock still deciding whether to run.  Bennet is the second Coloradan to enter the 2020 race after John Hickenlooper, a former governor, announced his candidacy on March 4. Hickenlooper’s presence complicates Bennet’s bid. Both are white male moderates running in a party where much of the energy lies with the diverse, activist left.  Bennet is not well known nationally. However, his stint in 2014 as chairman of the Democratic Party’s Senate campaign arm linked him with a network of political operatives and donors across the country.  The normally congenial Bennet also drew notice during the partial U.S. government shutdown in January, when he blasted Republican Ted Cruz on the Senate floor for leading a similar shutdown in 2013 that stopped the flow of emergency funds to Colorado. Democratic nominating contests begin in February 2020 in the traditional starting point of Iowa. The candidate who amasses the majority of the delegates will be nominated at the party’s convention in the summer and will likely face President Donald Trump, a Republican, in the general election in November. Since losing the White House in 2016, Democrats have grappled with how to best take on Trump in 2020. Some in the party believe an establishment figure who can appeal to centrist voters is the way to victory. Others argue a fresh face - and particularly a diverse one - is needed to energize the party’s increasingly left-leaning base.  As a presidential candidate, Bennet may have to fight the perception that he is a product of the party’s establishment at a time when progressives and political newcomers are favored by the base. He grew up in Washington the son of a former State Department official, and his grandfather advised President Franklin Roosevelt. A graduate of Wesleyan University and Yale Law School, he served in the Clinton Justice Department before moving West. When Hickenlooper served as mayor of Denver, Bennet worked as his chief of staff and then took over the city’s schools, gaining national recognition for his reform efforts.  In 2009, after Democratic then-President Barack Obama named U.S. Senator Ken Salazar of Colorado as his interior secretary, Hickenlooper and Bennet vied to be appointed to replace him. Bennet, surprisingly, got the nod. He narrowly won his first full term a year later.  Bennet’s popularity has grown in Colorado as the state has become more liberal. In 2016, he was re-elected to the Senate by more than 5 percentage points, polling particularly well with Hispanic voters.  Bennet told CBS he was focused on economic mobility and integrity in government. In a campaign video, Bennet also highlighted goals that included improving the healthcare system and investing in education and job training. “The Democratic party doesn’t stand for very much at the national level with respect to what the American people think,” Bennet said. “A process like this is long overdue in the Democratic party.”   He also acknowledged his bout of prostate cancer, saying it was very “clarifying” in solidifying his plans for the future and that he now had a clean bill of health. The diagnosis also made him more sensitive to the need for Americans to have health insurance, he said.  Reporting by Makini Brice; Additional reporting by Susan Heavey; Writing by James Oliphant; Editing by Colleen Jenkins, Jonathan Oatis and Sonya HepinstallAll quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays.© 2019 Reuters. All Rights Reserved."
